Sample	Reads_number	Unique_best_hit	Mapping_efficiency	No_alignments	Total_Cs	Total_CsM_CpG	Total_CsM_CHG	Total_CsM_CHH	Total_CsM_UNKNOWN	Total_CsU_CpG	CsM_CpG	CsM_CHG	CsM_CHH	CsM_UNKNOWN
sampling_34239_621_trimmed.fastq	31635	17645	55.8%	8064	302714	19065	484	1157	5	8003	70.4%	0.6%	0.6%	3.0%
sampling_34239_622_trimmed.fastq	31621	17574	55.6%	8110	302227	18783	503	1134	5	8364	69.2%	0.7%	0.6%	3.3%
sampling_34239_623_trimmed.fastq	31564	17637	55.9%	8225	303239	19037	485	1164	4	8156	70.0%	0.6%	0.6%	3.1%
sampling_34239_624_trimmed.fastq	31649	17546	55.4%	8181	301775	18704	502	1148	4	8312	69.2%	0.7%	0.6%	2.9%
sampling_34239_625_trimmed.fastq	31485	17792	56.5%	7883	306610	19307	536	1143	9	8590	69.2%	0.7%	0.6%	5.3%
sampling_34239_626_trimmed.fastq	31654	17672	55.8%	8118	304041	19044	568	1201	5	8527	69.1%	0.7%	0.6%	4.0%
sampling_34239_627_trimmed.fastq	31619	17400	55.0%	8209	299250	18666	475	1137	3	8495	68.7%	0.6%	0.6%	2.3%
sampling_34239_628_trimmed.fastq	31579	17703	56.1%	8009	303687	19310	502	1120	4	8879	68.5%	0.6%	0.6%	2.5%
sampling_34239_629_trimmed.fastq	31560	17773	56.3%	7933	307400	19224	497	1173	5	8650	69.0%	0.6%	0.6%	3.1%
sampling_34239_62_trimmed.fastq	31587	17738	56.2%	7995	304526	18826	483	1174	3	8483	68.9%	0.6%	0.6%	2.1%
sampling_34239_630_trimmed.fastq	31547	17669	56.0%	8067	302878	19192	503	1082	5	8475	69.4%	0.6%	0.5%	3.5%
sampling_34239_631_trimmed.fastq	31579	17698	56.0%	8112	303371	19219	479	1219	4	8202	70.1%	0.6%	0.6%	2.6%
sampling_34239_632_trimmed.fastq	31548	17599	55.8%	8113	303935	19183	505	1171	6	8276	69.9%	0.7%	0.6%	4.3%
sampling_34239_633_trimmed.fastq	31637	17555	55.5%	8102	303386	19012	482	1136	3	8404	69.3%	0.6%	0.6%	1.9%
sampling_34239_634_trimmed.fastq	31598	17594	55.7%	8097	302299	19104	478	1187	2	8185	70.0%	0.6%	0.6%	1.3%
sampling_34239_635_trimmed.fastq	31541	17830	56.5%	7934	307430	18902	498	1216	0	8478	69.0%	0.6%	0.6%	0.0%
sampling_34239_636_trimmed.fastq	31589	17547	55.5%	8178	303737	19171	522	1163	8	8602	69.0%	0.7%	0.6%	4.7%
sampling_34239_637_trimmed.fastq	31529	17480	55.4%	8070	300307	18815	465	1116	8	8167	69.7%	0.6%	0.6%	5.1%
sampling_34239_638_trimmed.fastq	31651	17688	55.9%	8151	304865	19050	518	1194	8	8525	69.1%	0.7%	0.6%	5.6%
sampling_34239_639_trimmed.fastq	31595	17841	56.5%	8023	306341	19547	523	1196	5	8412	69.9%	0.7%	0.6%	3.6%
sampling_34239_63_trimmed.fastq	31533	17509	55.5%	8090	301562	19048	450	1146	7	8486	69.2%	0.6%	0.6%	4.4%
sampling_34239_640_trimmed.fastq	31597	17562	55.6%	8054	302485	19133	449	1151	4	8348	69.6%	0.6%	0.6%	2.7%
sampling_34239_641_trimmed.fastq	31546	17487	55.4%	8170	301051	19669	507	1173	2	8378	70.1%	0.7%	0.6%	1.4%
sampling_34239_642_trimmed.fastq	31545	17654	56.0%	8070	303839	19052	484	1193	6	8611	68.9%	0.6%	0.6%	3.9%
sampling_34239_643_trimmed.fastq	31559	17599	55.8%	8032	301880	18969	497	1194	4	8416	69.3%	0.6%	0.6%	2.3%
sampling_34239_644_trimmed.fastq	31621	17708	56.0%	8126	304398	18932	500	1192	7	8428	69.2%	0.6%	0.6%	3.8%
sampling_34239_645_trimmed.fastq	31538	17594	55.8%	8015	302358	19002	522	1167	6	8494	69.1%	0.7%	0.6%	3.9%
sampling_34239_646_trimmed.fastq	31588	17584	55.7%	8079	302495	19052	507	1201	6	8590	68.9%	0.7%	0.6%	4.2%
sampling_34239_647_trimmed.fastq	31655	17609	55.6%	8146	303221	18931	471	1144	4	8587	68.8%	0.6%	0.6%	2.1%
sampling_34239_648_trimmed.fastq	31555	17627	55.9%	8008	302908	19120	494	1115	3	8448	69.4%	0.6%	0.6%	2.0%
sampling_34239_649_trimmed.fastq	31626	17801	56.3%	7981	304607	19069	488	1116	2	8413	69.4%	0.6%	0.6%	1.5%
sampling_34239_64_trimmed.fastq	31753	17851	56.2%	8142	305200	19066	523	1207	5	8482	69.2%	0.7%	0.6%	2.7%
sampling_34239_650_trimmed.fastq	31571	17548	55.6%	8038	301396	19157	512	1208	3	8220	70.0%	0.7%	0.6%	2.0%
sampling_34239_651_trimmed.fastq	31601	17652	55.9%	8037	303045	19026	470	1219	7	8511	69.1%	0.6%	0.6%	4.6%
sampling_34239_652_trimmed.fastq	31524	17594	55.8%	7912	301722	18903	510	1194	9	8385	69.3%	0.7%	0.6%	5.5%
sampling_34239_653_trimmed.fastq	31593	17492	55.4%	8077	300238	18810	517	1155	10	7936	70.3%	0.7%	0.6%	6.8%
sampling_34239_654_trimmed.fastq	31735	17713	55.8%	8091	305107	19174	517	1201	5	8384	69.6%	0.7%	0.6%	3.2%
sampling_34239_655_trimmed.fastq	31650	17849	56.4%	8046	307519	19134	489	1145	6	8520	69.2%	0.6%	0.6%	4.2%
sampling_34239_656_trimmed.fastq	31688	17490	55.2%	8221	300810	18686	516	1156	7	8280	69.3%	0.7%	0.6%	4.6%
sampling_34239_657_trimmed.fastq	31465	17481	55.6%	8119	301396	18899	532	1162	4	8773	68.3%	0.7%	0.6%	2.7%
sampling_34239_658_trimmed.fastq	31565	17641	55.9%	8036	303855	19141	464	1243	9	8562	69.1%	0.6%	0.6%	5.6%
sampling_34239_659_trimmed.fastq	31523	17569	55.7%	8026	303864	19130	463	1160	4	8657	68.8%	0.6%	0.6%	2.7%
sampling_34239_65_trimmed.fastq	31665	17629	55.7%	8076	303697	19011	477	1120	5	8681	68.7%	0.6%	0.6%	3.3%
sampling_34239_660_trimmed.fastq	31601	17663	55.9%	8045	303440	18995	524	1141	7	8367	69.4%	0.7%	0.6%	4.7%
sampling_34239_661_trimmed.fastq	31633	17739	56.1%	8055	305508	18966	477	1138	4	8409	69.3%	0.6%	0.6%	2.5%
sampling_34239_662_trimmed.fastq	31605	17661	55.9%	8177	304466	18833	515	1149	6	8404	69.1%	0.7%	0.6%	3.9%
sampling_34239_663_trimmed.fastq	31682	17667	55.8%	8018	305532	19482	491	1175	2	8377	69.9%	0.6%	0.6%	1.3%
sampling_34239_664_trimmed.fastq	31586	17786	56.3%	8069	305782	19341	486	1154	4	8420	69.7%	0.6%	0.6%	2.9%
sampling_34239_665_trimmed.fastq	31543	17626	55.9%	8089	303628	18953	492	1157	5	8373	69.4%	0.6%	0.6%	3.7%
sampling_34239_666_trimmed.fastq	31556	17655	55.9%	8128	304935	19155	501	1203	3	8418	69.5%	0.6%	0.6%	1.8%
sampling_34239_667_trimmed.fastq	31571	17696	56.1%	8055	303242	19368	500	1159	3	8225	70.2%	0.6%	0.6%	1.8%
sampling_34239_668_trimmed.fastq	31638	17604	55.6%	8038	303678	19089	467	1183	6	8453	69.3%	0.6%	0.6%	3.5%
sampling_34239_669_trimmed.fastq	31571	17589	55.7%	8011	302666	18893	499	1104	7	8223	69.7%	0.6%	0.6%	4.6%
sampling_34239_66_trimmed.fastq	31550	17633	55.9%	8022	303109	19201	524	1168	9	8423	69.5%	0.7%	0.6%	5.2%
sampling_34239_670_trimmed.fastq	31543	17532	55.6%	8067	302287	19081	522	1140	4	8338	69.6%	0.7%	0.6%	2.5%
sampling_34239_671_trimmed.fastq	31496	17578	55.8%	8032	301468	18585	530	1103	5	8448	68.7%	0.7%	0.6%	3.1%
sampling_34239_672_trimmed.fastq	31636	17593	55.6%	8091	301777	19375	498	1161	2	8368	69.8%	0.6%	0.6%	1.5%
sampling_34239_673_trimmed.fastq	31540	17656	56.0%	8002	305095	18950	485	1231	8	8550	68.9%	0.6%	0.6%	5.6%
sampling_34239_674_trimmed.fastq	31525	17594	55.8%	8074	304423	19507	545	1148	4	8443	69.8%	0.7%	0.6%	3.0%
sampling_34239_675_trimmed.fastq	31547	17476	55.4%	8208	299721	18638	449	1185	5	8378	69.0%	0.6%	0.6%	3.8%
sampling_34239_676_trimmed.fastq	31588	17780	56.3%	8018	306506	19107	499	1168	9	8644	68.9%	0.6%	0.6%	5.4%
sampling_34239_677_trimmed.fastq	31640	17664	55.8%	8116	303531	19075	471	1184	3	8491	69.2%	0.6%	0.6%	2.2%
sampling_34239_678_trimmed.fastq	31553	17559	55.6%	8094	300536	19180	505	1176	3	8110	70.3%	0.7%	0.6%	2.1%
sampling_34239_679_trimmed.fastq	31624	17681	55.9%	8037	304012	19136	491	1242	7	8365	69.6%	0.6%	0.6%	4.5%
sampling_34239_67_trimmed.fastq	31540	17696	56.1%	7996	304331	19059	495	1211	2	8540	69.1%	0.6%	0.6%	1.2%
sampling_34239_680_trimmed.fastq	31631	17538	55.4%	8166	302393	18881	507	1201	2	8369	69.3%	0.7%	0.6%	1.3%
sampling_34239_681_trimmed.fastq	31590	17641	55.8%	8106	303168	19037	510	1163	6	8610	68.9%	0.7%	0.6%	4.1%
sampling_34239_682_trimmed.fastq	31540	17553	55.7%	8124	302143	19123	453	1163	7	8637	68.9%	0.6%	0.6%	4.4%
sampling_34239_683_trimmed.fastq	31589	17586	55.7%	8149	302985	18761	463	1165	3	8575	68.6%	0.6%	0.6%	1.8%
sampling_34239_684_trimmed.fastq	31664	17606	55.6%	8171	302920	19030	514	1142	4	8327	69.6%	0.7%	0.6%	2.8%
sampling_34239_685_trimmed.fastq	31649	17707	55.9%	7967	305405	19291	517	1173	2	8513	69.4%	0.7%	0.6%	1.3%
sampling_34239_686_trimmed.fastq	31553	17634	55.9%	8127	304332	18960	473	1100	5	8365	69.4%	0.6%	0.6%	3.5%
sampling_34239_687_trimmed.fastq	31681	17775	56.1%	7997	305347	18961	530	1218	4	8660	68.6%	0.7%	0.6%	2.3%
sampling_34239_688_trimmed.fastq	31635	17583	55.6%	8264	302942	19284	522	1125	7	8118	70.4%	0.7%	0.6%	4.2%
sampling_34239_689_trimmed.fastq	31582	17590	55.7%	8116	302743	19187	511	1182	5	8436	69.5%	0.7%	0.6%	3.8%
sampling_34239_68_trimmed.fastq	31593	17545	55.5%	8193	302903	18986	496	1229	1	8419	69.3%	0.6%	0.6%	0.6%
sampling_34239_690_trimmed.fastq	31580	17454	55.3%	8126	300614	18748	476	1106	5	8574	68.6%	0.6%	0.6%	3.3%
sampling_34239_691_trimmed.fastq	31598	17629	55.8%	8017	302448	19223	508	1177	10	8333	69.8%	0.7%	0.6%	6.0%
sampling_34239_692_trimmed.fastq	31629	17691	55.9%	8052	303809	19107	511	1216	6	8379	69.5%	0.7%	0.6%	4.7%
sampling_34239_693_trimmed.fastq	31633	17821	56.3%	7966	306045	18923	500	1144	8	8544	68.9%	0.6%	0.6%	5.5%
sampling_34239_694_trimmed.fastq	31591	17619	55.8%	8153	302841	19241	535	1136	7	8340	69.8%	0.7%	0.6%	4.8%
sampling_34239_695_trimmed.fastq	31706	17669	55.7%	8205	304334	19095	465	1106	2	8562	69.0%	0.6%	0.6%	1.4%
sampling_34239_696_trimmed.fastq	31573	17415	55.2%	8190	299129	19016	524	1173	0	8180	69.9%	0.7%	0.6%	0.0%
sampling_34239_697_trimmed.fastq	31578	17645	55.9%	8005	302392	18822	505	1092	6	8570	68.7%	0.7%	0.6%	4.2%
sampling_34239_698_trimmed.fastq	31640	17786	56.2%	8061	305233	19043	517	1127	6	8708	68.6%	0.7%	0.6%	4.2%
sampling_34239_699_trimmed.fastq	31515	17412	55.2%	7903	298780	18938	534	1176	1	8240	69.7%	0.7%	0.6%	0.7%
sampling_34239_69_trimmed.fastq	31563	17678	56.0%	7956	304118	19451	476	1198	9	8489	69.6%	0.6%	0.6%	5.6%
sampling_34239_6_trimmed.fastq	31557	17688	56.1%	8126	303091	18763	479	1174	5	8412	69.0%	0.6%	0.6%	3.4%
sampling_34239_700_trimmed.fastq	31596	17713	56.1%	8047	305701	19030	484	1175	0	8220	69.8%	0.6%	0.6%	0.0%
sampling_34239_701_trimmed.fastq	31583	17634	55.8%	8060	302790	18802	493	1158	3	8675	68.4%	0.6%	0.6%	2.0%
sampling_34239_702_trimmed.fastq	31548	17502	55.5%	8011	300484	18916	481	1173	5	8328	69.4%	0.6%	0.6%	3.6%
sampling_34239_703_trimmed.fastq	31612	17612	55.7%	8128	303070	18957	465	1159	4	8285	69.6%	0.6%	0.6%	2.8%
sampling_34239_704_trimmed.fastq	31570	17646	55.9%	8055	304017	18832	521	1183	4	8707	68.4%	0.7%	0.6%	2.5%
sampling_34239_705_trimmed.fastq	31618	17505	55.4%	8123	300584	19148	547	1100	3	8043	70.4%	0.7%	0.6%	1.6%
sampling_34239_706_trimmed.fastq	31621	17712	56.0%	8082	304043	18910	506	1172	3	8407	69.2%	0.7%	0.6%	1.8%
sampling_34239_707_trimmed.fastq	31539	17421	55.2%	8104	299075	18853	483	1179	4	8084	70.0%	0.6%	0.6%	2.9%
sampling_34239_708_trimmed.fastq	31577	17646	55.9%	8156	302493	18760	523	1125	5	8586	68.6%	0.7%	0.6%	3.2%
sampling_34239_709_trimmed.fastq	31612	17590	55.6%	7956	301740	19213	464	1181	4	8131	70.3%	0.6%	0.6%	2.7%
sampling_34239_70_trimmed.fastq	31603	17614	55.7%	8121	303928	19513	483	1187	4	8373	70.0%	0.6%	0.6%	3.1%
sampling_34239_710_trimmed.fastq	31546	17726	56.2%	8008	305432	18934	480	1166	6	8512	69.0%	0.6%	0.6%	3.9%
sampling_34239_711_trimmed.fastq	31706	17725	55.9%	8090	303889	19175	493	1191	3	8331	69.7%	0.6%	0.6%	1.8%
sampling_34239_712_trimmed.fastq	31561	17691	56.1%	8066	303804	18780	495	1080	6	8549	68.7%	0.6%	0.5%	4.0%
sampling_34239_713_trimmed.fastq	31620	17701	56.0%	8101	304648	18954	483	1208	6	8445	69.2%	0.6%	0.6%	4.0%
sampling_34239_714_trimmed.fastq	31592	17737	56.1%	8058	305551	19246	502	1194	5	8455	69.5%	0.6%	0.6%	3.2%
sampling_34239_715_trimmed.fastq	31619	17771	56.2%	8015	305508	19207	525	1269	4	8359	69.7%	0.7%	0.6%	2.6%
sampling_34239_716_trimmed.fastq	31543	17702	56.1%	7999	303945	19249	508	1178	4	8360	69.7%	0.7%	0.6%	2.8%
sampling_34239_717_trimmed.fastq	31636	17628	55.7%	8165	302544	19098	509	1176	7	8466	69.3%	0.7%	0.6%	4.9%
sampling_34239_718_trimmed.fastq	31559	17627	55.9%	7955	303891	19161	507	1217	2	8405	69.5%	0.7%	0.6%	1.3%
sampling_34239_719_trimmed.fastq	31580	17535	55.5%	8113	301401	18928	494	1135	4	8526	68.9%	0.6%	0.6%	3.1%
sampling_34239_71_trimmed.fastq	31511	17500	55.5%	8060	300203	18947	487	1187	1	8207	69.8%	0.6%	0.6%	0.6%
sampling_34239_720_trimmed.fastq	31610	17575	55.6%	8130	302456	19045	477	1149	2	8495	69.2%	0.6%	0.6%	1.3%
sampling_34239_721_trimmed.fastq	31632	17666	55.8%	8041	302467	19301	474	1081	7	8359	69.8%	0.6%	0.5%	4.7%
sampling_34239_722_trimmed.fastq	31610	17623	55.8%	8034	304678	19124	518	1098	4	8573	69.0%	0.7%	0.6%	2.5%
sampling_34239_723_trimmed.fastq	31601	17672	55.9%	8062	304061	19144	531	1263	5	8387	69.5%	0.7%	0.6%	3.3%
sampling_34239_724_trimmed.fastq	31586	17604	55.7%	8105	303151	18959	512	1140	2	8325	69.5%	0.7%	0.6%	1.3%
sampling_34239_725_trimmed.fastq	31595	17532	55.5%	8191	301455	19024	508	1142	3	8349	69.5%	0.7%	0.6%	1.7%
sampling_34239_726_trimmed.fastq	31526	17617	55.9%	8035	302540	18823	508	1202	2	8219	69.6%	0.7%	0.6%	1.2%
sampling_34239_727_trimmed.fastq	31595	17633	55.8%	8017	303854	19300	506	1238	5	8184	70.2%	0.7%	0.6%	3.3%
sampling_34239_728_trimmed.fastq	31572	17586	55.7%	8131	302277	18742	489	1183	3	8331	69.2%	0.6%	0.6%	1.8%
sampling_34239_729_trimmed.fastq	31596	17565	55.6%	8156	302227	18740	488	1155	8	8329	69.2%	0.6%	0.6%	5.2%
sampling_34239_72_trimmed.fastq	31617	17557	55.5%	8121	301350	19118	521	1158	8	8297	69.7%	0.7%	0.6%	5.2%
sampling_34239_730_trimmed.fastq	31538	17638	55.9%	7911	302748	18987	450	1136	7	8459	69.2%	0.6%	0.6%	4.8%
sampling_34239_731_trimmed.fastq	31586	17673	56.0%	8084	305909	19219	543	1243	5	8506	69.3%	0.7%	0.6%	3.4%
sampling_34239_732_trimmed.fastq	31550	17594	55.8%	8052	303955	18908	516	1175	5	8553	68.9%	0.7%	0.6%	3.6%
sampling_34239_733_trimmed.fastq	31571	17709	56.1%	8043	305647	19615	492	1152	8	8589	69.5%	0.6%	0.6%	4.8%
sampling_34239_734_trimmed.fastq	31639	17628	55.7%	7990	303397	19250	514	1124	4	8449	69.5%	0.7%	0.6%	2.6%
sampling_34239_735_trimmed.fastq	31606	17604	55.7%	8129	303786	19273	515	1174	5	8394	69.7%	0.7%	0.6%	2.8%
sampling_34239_736_trimmed.fastq	31652	17672	55.8%	8186	302722	19103	501	1185	6	8455	69.3%	0.6%	0.6%	3.9%
sampling_34239_737_trimmed.fastq	31640	17575	55.5%	8131	301379	18674	512	1181	5	8362	69.1%	0.7%	0.6%	3.1%
sampling_34239_738_trimmed.fastq	31589	17550	55.6%	8104	301145	18733	480	1180	2	8498	68.8%	0.6%	0.6%	1.2%
sampling_34239_739_trimmed.fastq	31574	17546	55.6%	8118	302988	19350	521	1135	6	8406	69.7%	0.7%	0.6%	4.3%
sampling_34239_73_trimmed.fastq	31619	17671	55.9%	8118	303810	19101	497	1110	3	8300	69.7%	0.6%	0.6%	2.2%
sampling_34239_740_trimmed.fastq	31625	17652	55.8%	8100	304248	18839	525	1126	2	8614	68.6%	0.7%	0.6%	1.4%
sampling_34239_741_trimmed.fastq	31615	17585	55.6%	8136	302876	18857	518	1138	7	8464	69.0%	0.7%	0.6%	4.5%
sampling_34239_742_trimmed.fastq	31632	17500	55.3%	8246	302278	18955	516	1289	5	8233	69.7%	0.7%	0.7%	3.8%
sampling_34239_743_trimmed.fastq	31571	17606	55.8%	8025	303308	18762	504	1180	6	8740	68.2%	0.6%	0.6%	4.1%
sampling_34239_744_trimmed.fastq	31561	17580	55.7%	8207	303386	19174	494	1155	4	8249	69.9%	0.6%	0.6%	2.8%
sampling_34239_745_trimmed.fastq	31572	17590	55.7%	8063	301655	18793	505	1219	8	8692	68.4%	0.7%	0.6%	4.4%
sampling_34239_746_trimmed.fastq	31568	17514	55.5%	8093	301751	19032	523	1126	6	8214	69.9%	0.7%	0.6%	4.5%
sampling_34239_747_trimmed.fastq	31544	17685	56.1%	8012	304582	19082	513	1176	7	8486	69.2%	0.7%	0.6%	4.9%
sampling_34239_748_trimmed.fastq	31507	17514	55.6%	8129	300101	18605	483	1212	5	8014	69.9%	0.6%	0.6%	3.8%
sampling_34239_749_trimmed.fastq	31521	17658	56.0%	7935	304662	19016	460	1154	6	8350	69.5%	0.6%	0.6%	3.8%
sampling_34239_74_trimmed.fastq	31658	17535	55.4%	8196	301846	19152	512	1236	4	8462	69.4%	0.7%	0.6%	2.8%
sampling_34239_750_trimmed.fastq	31582	17528	55.5%	8163	301851	19335	496	1100	7	8269	70.0%	0.6%	0.6%	4.6%
sampling_34239_751_trimmed.fastq	31636	17683	55.9%	8078	304376	19315	474	1158	10	8097	70.5%	0.6%	0.6%	6.2%
sampling_34239_752_trimmed.fastq	31593	17665	55.9%	8033	305513	19068	546	1144	4	8500	69.2%	0.7%	0.6%	2.5%
sampling_34239_753_trimmed.fastq	31559	17726	56.2%	8057	304821	19192	549	1155	4	8245	69.9%	0.7%	0.6%	3.3%
sampling_34239_754_trimmed.fastq	31645	17647	55.8%	8154	303145	19359	514	1194	6	8287	70.0%	0.7%	0.6%	3.4%
sampling_34239_755_trimmed.fastq	31633	17602	55.6%	8118	302950	18980	491	1188	5	8527	69.0%	0.6%	0.6%	3.4%
sampling_34239_756_trimmed.fastq	31691	17776	56.1%	8050	306256	19398	517	1177	2	8337	69.9%	0.7%	0.6%	1.6%
sampling_34239_757_trimmed.fastq	31528	17718	56.2%	7955	304494	19390	548	1219	3	8571	69.3%	0.7%	0.6%	2.1%
sampling_34239_758_trimmed.fastq	31716	17617	55.5%	8195	302393	18943	509	1116	8	8390	69.3%	0.7%	0.6%	5.2%
sampling_34239_759_trimmed.fastq	31560	17574	55.7%	8145	303358	18834	596	1179	2	8385	69.2%	0.8%	0.6%	1.4%
sampling_34239_75_trimmed.fastq	31577	17722	56.1%	8017	305257	18989	513	1200	8	8527	69.0%	0.7%	0.6%	4.7%
sampling_34239_760_trimmed.fastq	31603	17642	55.8%	8116	303294	19135	495	1214	5	8226	69.9%	0.6%	0.6%	2.9%
sampling_34239_761_trimmed.fastq	31627	17674	55.9%	8108	304420	19077	487	1152	5	8307	69.7%	0.6%	0.6%	2.8%
sampling_34239_762_trimmed.fastq	31557	17602	55.8%	8130	303561	18897	522	1173	5	8378	69.3%	0.7%	0.6%	3.2%
sampling_34239_763_trimmed.fastq	31692	17767	56.1%	8112	306333	18990	472	1238	7	8656	68.7%	0.6%	0.6%	4.7%
sampling_34239_764_trimmed.fastq	31643	17692	55.9%	8055	304419	18468	507	1253	5	8741	67.9%	0.6%	0.6%	3.5%
sampling_34239_765_trimmed.fastq	31638	17552	55.5%	8000	301148	19120	486	1106	3	8220	69.9%	0.6%	0.6%	1.9%
sampling_34239_766_trimmed.fastq	31533	17608	55.8%	8032	304017	18908	510	1211	7	8283	69.5%	0.7%	0.6%	4.5%
sampling_34239_767_trimmed.fastq	31565	17673	56.0%	8067	304535	19340	523	1156	10	8418	69.7%	0.7%	0.6%	6.1%
sampling_34239_768_trimmed.fastq	31572	17715	56.1%	8086	303934	19504	517	1153	4	8402	69.9%	0.7%	0.6%	2.5%
sampling_34239_769_trimmed.fastq	31489	17593	55.9%	8018	302146	18915	522	1174	1	8503	69.0%	0.7%	0.6%	0.7%
sampling_34239_76_trimmed.fastq	31586	17642	55.9%	8065	304760	19274	523	1180	3	8323	69.8%	0.7%	0.6%	2.1%
sampling_34239_770_trimmed.fastq	31567	17653	55.9%	8020	302214	18938	512	1275	4	8399	69.3%	0.7%	0.6%	2.9%
sampling_34239_771_trimmed.fastq	31537	17591	55.8%	7975	302401	18783	489	1153	3	8340	69.3%	0.6%	0.6%	2.1%
sampling_34239_772_trimmed.fastq	31569	17688	56.0%	8006	304181	19185	503	1192	6	8624	69.0%	0.6%	0.6%	4.5%
sampling_34239_773_trimmed.fastq	31603	17526	55.5%	8312	300904	19081	483	1160	5	8197	70.0%	0.6%	0.6%	3.0%
sampling_34239_774_trimmed.fastq	31544	17658	56.0%	7996	302333	18862	499	1112	5	8396	69.2%	0.6%	0.6%	3.5%
sampling_34239_775_trimmed.fastq	31524	17538	55.6%	8108	303879	19303	494	1212	5	8493	69.4%	0.6%	0.6%	3.9%
sampling_34239_776_trimmed.fastq	31604	17588	55.7%	7962	301054	19204	478	1139	5	8088	70.4%	0.6%	0.6%	3.2%
sampling_34239_777_trimmed.fastq	31611	17711	56.0%	8012	305290	18986	506	1173	4	8265	69.7%	0.6%	0.6%	2.6%
sampling_34239_778_trimmed.fastq	31595	17582	55.6%	8003	301513	18832	507	1195	7	8443	69.0%	0.7%	0.6%	4.1%
sampling_34239_779_trimmed.fastq	31567	17512	55.5%	8116	301964	18922	499	1161	5	8428	69.2%	0.6%	0.6%	3.2%
sampling_34239_77_trimmed.fastq	31612	17572	55.6%	8146	303089	19320	496	1144	4	8372	69.8%	0.6%	0.6%	2.9%
sampling_34239_780_trimmed.fastq	31657	17684	55.9%	8048	303633	19165	538	1217	3	8463	69.4%	0.7%	0.6%	1.7%
sampling_34239_781_trimmed.fastq	31590	17494	55.4%	8190	300042	19011	527	1143	8	8259	69.7%	0.7%	0.6%	5.1%
sampling_34239_782_trimmed.fastq	31606	17834	56.4%	8072	306153	19449	506	1227	3	8257	70.2%	0.6%	0.6%	1.8%
sampling_34239_783_trimmed.fastq	31542	17712	56.2%	8045	305532	19021	536	1233	6	8336	69.5%	0.7%	0.6%	4.0%
sampling_34239_784_trimmed.fastq	31618	17544	55.5%	8138	302432	19160	509	1155	9	8571	69.1%	0.7%	0.6%	6.2%
sampling_34239_785_trimmed.fastq	31633	17801	56.3%	7914	307024	19253	519	1200	3	8462	69.5%	0.7%	0.6%	2.1%
sampling_34239_786_trimmed.fastq	31542	17698	56.1%	8037	303832	19141	531	1203	4	8567	69.1%	0.7%	0.6%	2.8%
sampling_34239_787_trimmed.fastq	31619	17589	55.6%	8099	303038	18971	532	1177	10	8215	69.8%	0.7%	0.6%	7.1%
sampling_34239_788_trimmed.fastq	31598	17460	55.3%	8181	299512	18897	484	1167	7	8199	69.7%	0.6%	0.6%	4.6%
sampling_34239_789_trimmed.fastq	31582	17685	56.0%	8019	303837	19026	494	1208	3	8389	69.4%	0.6%	0.6%	2.0%
sampling_34239_78_trimmed.fastq	31533	17544	55.6%	8168	303003	19050	515	1112	9	8411	69.4%	0.7%	0.6%	5.4%
sampling_34239_790_trimmed.fastq	31558	17661	56.0%	8102	304071	19467	504	1205	6	8270	70.2%	0.6%	0.6%	4.1%
sampling_34239_791_trimmed.fastq	31613	17635	55.8%	8035	303877	19010	543	1124	6	8469	69.2%	0.7%	0.6%	4.5%
sampling_34239_792_trimmed.fastq	31542	17689	56.1%	7986	305491	19453	499	1140	8	7995	70.9%	0.6%	0.6%	5.0%
sampling_34239_793_trimmed.fastq	31624	17661	55.8%	8116	303762	19146	462	1167	4	8571	69.1%	0.6%	0.6%	2.5%
sampling_34239_794_trimmed.fastq	31522	17545	55.7%	8049	301525	19037	473	1152	1	8296	69.6%	0.6%	0.6%	0.7%
sampling_34239_795_trimmed.fastq	31644	17612	55.7%	8124	302850	19441	536	1195	7	8328	70.0%	0.7%	0.6%	4.8%
sampling_34239_796_trimmed.fastq	31592	17649	55.9%	8068	303470	19047	474	1201	4	8224	69.8%	0.6%	0.6%	2.6%
sampling_34239_797_trimmed.fastq	31465	17528	55.7%	8072	300615	19192	496	1152	6	8458	69.4%	0.6%	0.6%	4.6%
sampling_34239_798_trimmed.fastq	31555	17551	55.6%	8060	301974	19372	487	1188	4	8113	70.5%	0.6%	0.6%	2.6%
sampling_34239_799_trimmed.fastq	31620	17629	55.8%	8118	302710	19199	462	1162	5	8292	69.8%	0.6%	0.6%	3.5%
sampling_34239_79_trimmed.fastq	31648	17794	56.2%	8031	306949	19196	521	1139	1	8388	69.6%	0.7%	0.6%	0.7%
sampling_34239_7_trimmed.fastq	31659	17610	55.6%	8180	301714	18901	479	1180	4	8331	69.4%	0.6%	0.6%	2.7%
sampling_34239_800_trimmed.fastq	31619	17799	56.3%	8017	305979	19196	513	1158	4	8665	68.9%	0.7%	0.6%	2.9%
sampling_34239_801_trimmed.fastq	31601	17652	55.9%	8078	304449	19226	506	1130	5	8528	69.3%	0.7%	0.6%	3.0%
sampling_34239_802_trimmed.fastq	31597	17760	56.2%	7977	304397	18735	538	1162	5	8709	68.3%	0.7%	0.6%	3.6%
sampling_34239_803_trimmed.fastq	31587	17682	56.0%	8056	305775	18995	478	1156	7	8511	69.1%	0.6%	0.6%	4.8%
