Sample	Reads_number	Unique_best_hit	Mapping_efficiency	No_alignments	Total_Cs	Total_CsM_CpG	Total_CsM_CHG	Total_CsM_CHH	Total_CsM_UNKNOWN	Total_CsU_CpG	CsM_CpG	CsM_CHG	CsM_CHH	CsM_UNKNOWN
sampling_34239_804_trimmed.fastq	31601	17863	56.5%	8122	308195	19383	493	1180	4	8555	69.4%	0.6%	0.6%	2.5%
sampling_34239_805_trimmed.fastq	31583	17756	56.2%	8023	306063	19049	465	1249	5	8641	68.8%	0.6%	0.6%	3.1%
sampling_34239_806_trimmed.fastq	31533	17456	55.4%	8085	299576	18715	450	1144	8	8299	69.3%	0.6%	0.6%	4.5%
sampling_34239_807_trimmed.fastq	31640	17464	55.2%	8201	299650	19309	495	1149	2	8135	70.4%	0.6%	0.6%	1.4%
sampling_34239_808_trimmed.fastq	31518	17669	56.1%	8172	303251	19192	491	1126	4	8568	69.1%	0.6%	0.6%	2.6%
sampling_34239_809_trimmed.fastq	31505	17750	56.3%	7944	304813	19166	523	1187	1	8416	69.5%	0.7%	0.6%	0.6%
sampling_34239_80_trimmed.fastq	31565	17740	56.2%	8026	304424	18807	494	1239	8	8548	68.8%	0.6%	0.6%	5.5%
sampling_34239_810_trimmed.fastq	31502	17530	55.6%	8060	301247	18815	479	1151	5	8446	69.0%	0.6%	0.6%	3.1%
sampling_34239_811_trimmed.fastq	31580	17698	56.0%	8092	305421	19094	496	1196	6	8366	69.5%	0.6%	0.6%	3.9%
sampling_34239_812_trimmed.fastq	31521	17633	55.9%	8087	304993	19075	514	1221	6	8498	69.2%	0.7%	0.6%	4.0%
sampling_34239_813_trimmed.fastq	31621	17581	55.6%	8156	303186	19206	483	1129	5	8290	69.9%	0.6%	0.6%	3.0%
sampling_34239_814_trimmed.fastq	31683	17593	55.5%	8205	301871	19170	565	1174	2	8385	69.6%	0.7%	0.6%	1.5%
sampling_34239_815_trimmed.fastq	31659	17601	55.6%	8132	301200	18887	468	1170	2	8267	69.6%	0.6%	0.6%	1.6%
sampling_34239_816_trimmed.fastq	31594	17603	55.7%	8202	301926	19114	531	1225	4	8255	69.8%	0.7%	0.6%	2.3%
sampling_34239_817_trimmed.fastq	31559	17709	56.1%	8002	303471	19115	515	1084	6	8478	69.3%	0.7%	0.5%	4.1%
sampling_34239_818_trimmed.fastq	31571	17752	56.2%	7910	304369	19047	554	1228	10	8330	69.6%	0.7%	0.6%	6.8%
sampling_34239_819_trimmed.fastq	31669	17652	55.7%	8103	302984	18948	458	1170	5	8446	69.2%	0.6%	0.6%	3.1%
sampling_34239_81_trimmed.fastq	31662	17576	55.5%	8144	301619	18932	504	1169	6	8184	69.8%	0.7%	0.6%	3.8%
sampling_34239_820_trimmed.fastq	31600	17610	55.7%	8153	302582	19498	519	1163	8	8098	70.7%	0.7%	0.6%	5.3%
sampling_34239_821_trimmed.fastq	31718	17806	56.1%	8106	306688	19208	512	1242	4	8525	69.3%	0.7%	0.6%	2.6%
sampling_34239_822_trimmed.fastq	31619	17625	55.7%	8142	303448	19361	508	1167	5	8425	69.7%	0.7%	0.6%	3.4%
sampling_34239_823_trimmed.fastq	31516	17574	55.8%	8082	301475	19282	496	1220	5	8457	69.5%	0.6%	0.6%	2.9%
sampling_34239_824_trimmed.fastq	31656	17506	55.3%	8203	299845	19114	536	1149	3	8049	70.4%	0.7%	0.6%	2.3%
sampling_34239_825_trimmed.fastq	31659	17786	56.2%	8012	305268	19072	534	1171	2	8409	69.4%	0.7%	0.6%	1.5%
sampling_34239_826_trimmed.fastq	31548	17425	55.2%	8179	300675	19097	511	1132	5	8387	69.5%	0.7%	0.6%	3.3%
sampling_34239_827_trimmed.fastq	31554	17562	55.7%	8024	302915	19335	494	1044	6	8602	69.2%	0.6%	0.5%	4.1%
sampling_34239_828_trimmed.fastq	31665	17877	56.5%	7995	307813	19236	502	1118	3	8529	69.3%	0.6%	0.6%	1.8%
sampling_34239_829_trimmed.fastq	31557	17653	55.9%	8029	303638	18864	496	1220	6	8425	69.1%	0.6%	0.6%	3.9%
sampling_34239_82_trimmed.fastq	31565	17718	56.1%	7957	306084	19416	486	1155	2	8628	69.2%	0.6%	0.6%	1.6%
sampling_34239_830_trimmed.fastq	31591	17560	55.6%	8127	302026	19203	501	1208	8	8073	70.4%	0.7%	0.6%	5.0%
sampling_34239_831_trimmed.fastq	31489	17566	55.8%	8029	303820	18865	523	1229	6	8405	69.2%	0.7%	0.6%	3.4%
sampling_34239_832_trimmed.fastq	31564	17586	55.7%	8013	301975	19119	541	1170	7	8418	69.4%	0.7%	0.6%	5.1%
sampling_34239_833_trimmed.fastq	31643	17767	56.1%	7938	305459	18782	496	1194	6	8435	69.0%	0.6%	0.6%	4.8%
sampling_34239_834_trimmed.fastq	31590	17748	56.2%	8000	304994	19540	489	1125	3	8550	69.6%	0.6%	0.6%	2.0%
sampling_34239_835_trimmed.fastq	31608	17533	55.5%	8077	302342	19111	509	1132	5	8528	69.1%	0.7%	0.6%	3.3%
sampling_34239_836_trimmed.fastq	31548	17546	55.6%	8021	302038	19316	508	1148	3	8331	69.9%	0.7%	0.6%	2.1%
sampling_34239_837_trimmed.fastq	31624	17652	55.8%	8038	302783	18742	504	1221	3	8449	68.9%	0.7%	0.6%	2.2%
sampling_34239_838_trimmed.fastq	31523	17607	55.9%	8065	303372	18803	479	1172	7	8103	69.9%	0.6%	0.6%	4.6%
sampling_34239_839_trimmed.fastq	31550	17627	55.9%	8107	302944	18873	472	1189	1	8379	69.3%	0.6%	0.6%	0.7%
sampling_34239_83_trimmed.fastq	31557	17503	55.5%	8031	301981	19149	490	1125	3	8387	69.5%	0.6%	0.6%	2.2%
sampling_34239_840_trimmed.fastq	31589	17511	55.4%	8145	300826	18942	530	1172	5	8214	69.8%	0.7%	0.6%	3.2%
sampling_34239_841_trimmed.fastq	31600	17522	55.4%	8126	300662	18940	513	1139	8	8404	69.3%	0.7%	0.6%	4.9%
sampling_34239_842_trimmed.fastq	31669	17665	55.8%	8072	304998	19228	500	1176	4	8493	69.4%	0.6%	0.6%	2.3%
sampling_34239_843_trimmed.fastq	31552	17719	56.2%	8000	305324	19388	477	1140	2	8481	69.6%	0.6%	0.6%	1.4%
sampling_34239_844_trimmed.fastq	31612	17774	56.2%	7986	306324	19332	500	1217	4	8681	69.0%	0.6%	0.6%	2.3%
sampling_34239_845_trimmed.fastq	31656	17781	56.2%	7897	306013	19421	493	1225	9	8386	69.8%	0.6%	0.6%	6.7%
sampling_34239_846_trimmed.fastq	31507	17573	55.8%	8113	302018	19039	500	1141	5	8603	68.9%	0.6%	0.6%	3.1%
sampling_34239_847_trimmed.fastq	31512	17542	55.7%	8079	303087	19270	472	1123	3	8467	69.5%	0.6%	0.6%	1.9%
sampling_34239_848_trimmed.fastq	31572	17686	56.0%	8041	303938	19446	499	1218	3	8007	70.8%	0.6%	0.6%	1.8%
sampling_34239_849_trimmed.fastq	31597	17754	56.2%	7952	304427	19454	513	1145	6	8067	70.7%	0.7%	0.6%	3.6%
sampling_34239_84_trimmed.fastq	31613	17577	55.6%	8164	303572	18993	485	1200	6	8545	69.0%	0.6%	0.6%	3.6%
sampling_34239_850_trimmed.fastq	31554	17748	56.2%	8001	303960	19237	503	1160	3	8420	69.6%	0.6%	0.6%	2.0%
sampling_34239_851_trimmed.fastq	31635	17765	56.2%	8015	305350	19119	505	1126	0	8451	69.3%	0.7%	0.6%	0.0%
sampling_34239_852_trimmed.fastq	31682	17775	56.1%	8089	306073	19244	472	1228	3	8400	69.6%	0.6%	0.6%	2.3%
sampling_34239_853_trimmed.fastq	31551	17561	55.7%	8237	300658	18891	482	1130	6	8216	69.7%	0.6%	0.6%	4.0%
sampling_34239_854_trimmed.fastq	31565	17684	56.0%	7952	304063	19011	521	1178	1	8314	69.6%	0.7%	0.6%	0.7%
sampling_34239_855_trimmed.fastq	31635	17681	55.9%	8052	304828	19647	489	1194	5	8470	69.9%	0.6%	0.6%	3.8%
sampling_34239_856_trimmed.fastq	31627	17631	55.7%	8109	303729	18987	514	1165	2	8642	68.7%	0.7%	0.6%	1.3%
sampling_34239_857_trimmed.fastq	31643	17659	55.8%	8138	304705	19365	520	1228	7	8309	70.0%	0.7%	0.6%	4.3%
sampling_34239_858_trimmed.fastq	31635	17575	55.6%	8251	303185	19083	483	1080	12	8521	69.1%	0.6%	0.5%	8.2%
sampling_34239_859_trimmed.fastq	31549	17589	55.8%	7986	301347	18887	512	1205	9	8357	69.3%	0.7%	0.6%	5.3%
sampling_34239_85_trimmed.fastq	31602	17674	55.9%	8037	302542	18936	469	1125	5	8394	69.3%	0.6%	0.6%	3.2%
sampling_34239_860_trimmed.fastq	31552	17654	56.0%	8053	303952	19239	490	1155	4	8239	70.0%	0.6%	0.6%	2.5%
sampling_34239_861_trimmed.fastq	31703	17634	55.6%	8100	303255	19313	454	1148	3	8918	68.4%	0.6%	0.6%	2.1%
sampling_34239_862_trimmed.fastq	31529	17571	55.7%	8029	302831	19199	539	1116	5	8470	69.4%	0.7%	0.6%	3.1%
sampling_34239_863_trimmed.fastq	31603	17670	55.9%	8034	303625	19186	476	1120	5	8579	69.1%	0.6%	0.6%	3.2%
sampling_34239_864_trimmed.fastq	31607	17708	56.0%	8134	304793	19437	492	1238	1	8616	69.3%	0.6%	0.6%	0.6%
sampling_34239_865_trimmed.fastq	31509	17584	55.8%	7934	303197	18870	512	1217	0	8494	69.0%	0.7%	0.6%	0.0%
sampling_34239_866_trimmed.fastq	31584	17682	56.0%	8032	303042	19290	520	1196	3	8248	70.0%	0.7%	0.6%	2.3%
sampling_34239_867_trimmed.fastq	31578	17499	55.4%	8171	299879	19035	506	1207	3	8377	69.4%	0.7%	0.6%	1.9%
sampling_34239_868_trimmed.fastq	31663	17723	56.0%	8150	305226	18816	540	1211	4	8545	68.8%	0.7%	0.6%	2.6%
sampling_34239_869_trimmed.fastq	31663	17622	55.7%	8193	300941	18562	509	1172	6	8239	69.3%	0.7%	0.6%	4.1%
sampling_34239_86_trimmed.fastq	31612	17632	55.8%	8074	303635	19170	487	1186	6	8457	69.4%	0.6%	0.6%	3.7%
sampling_34239_870_trimmed.fastq	31549	17595	55.8%	8121	302232	18511	512	1188	7	8419	68.7%	0.7%	0.6%	5.3%
sampling_34239_871_trimmed.fastq	31642	17539	55.4%	8172	301868	19337	500	1175	5	8092	70.5%	0.7%	0.6%	3.5%
sampling_34239_872_trimmed.fastq	31544	17704	56.1%	8026	305058	19347	571	1201	5	8454	69.6%	0.7%	0.6%	3.3%
sampling_34239_873_trimmed.fastq	31631	17754	56.1%	8063	305659	19199	553	1182	7	8261	69.9%	0.7%	0.6%	4.2%
sampling_34239_874_trimmed.fastq	31605	17600	55.7%	7993	302770	18726	547	1172	4	8313	69.3%	0.7%	0.6%	3.2%
sampling_34239_875_trimmed.fastq	31575	17601	55.7%	8024	302352	19095	492	1093	7	8679	68.8%	0.6%	0.6%	4.5%
sampling_34239_876_trimmed.fastq	31643	17622	55.7%	8026	303040	19075	496	1192	4	8335	69.6%	0.6%	0.6%	2.5%
sampling_34239_877_trimmed.fastq	31639	17813	56.3%	8116	307160	19287	497	1145	7	8422	69.6%	0.6%	0.6%	4.1%
sampling_34239_878_trimmed.fastq	31700	17598	55.5%	8251	302299	19100	512	1239	8	8620	68.9%	0.7%	0.6%	5.5%
sampling_34239_879_trimmed.fastq	31685	17636	55.7%	8138	303162	18951	510	1169	5	8415	69.3%	0.7%	0.6%	3.8%
sampling_34239_87_trimmed.fastq	31582	17670	55.9%	8049	304339	18910	511	1171	5	8378	69.3%	0.7%	0.6%	3.1%
sampling_34239_880_trimmed.fastq	31637	17785	56.2%	8029	305740	19216	519	1116	3	8584	69.1%	0.7%	0.6%	2.0%
sampling_34239_881_trimmed.fastq	31599	17462	55.3%	8185	299668	18677	469	1193	6	8362	69.1%	0.6%	0.6%	3.8%
sampling_34239_882_trimmed.fastq	31606	17485	55.3%	8134	300770	18936	465	1161	7	8389	69.3%	0.6%	0.6%	4.0%
sampling_34239_883_trimmed.fastq	31503	17690	56.2%	8058	304026	19424	500	1149	8	8391	69.8%	0.6%	0.6%	5.7%
sampling_34239_884_trimmed.fastq	31566	17756	56.3%	7937	304995	19353	529	1213	8	8542	69.4%	0.7%	0.6%	5.5%
sampling_34239_885_trimmed.fastq	31562	17573	55.7%	8107	302474	18865	501	1233	4	8353	69.3%	0.7%	0.6%	2.6%
sampling_34239_886_trimmed.fastq	31590	17660	55.9%	8062	303839	19482	519	1261	6	8330	70.0%	0.7%	0.6%	4.1%
sampling_34239_887_trimmed.fastq	31611	17598	55.7%	7980	300989	18879	463	1145	4	8395	69.2%	0.6%	0.6%	2.9%
sampling_34239_888_trimmed.fastq	31618	17732	56.1%	8063	305861	18962	473	1175	4	8574	68.9%	0.6%	0.6%	2.8%
sampling_34239_889_trimmed.fastq	31629	17702	56.0%	8014	304148	19461	502	1212	4	8639	69.3%	0.6%	0.6%	2.7%
sampling_34239_88_trimmed.fastq	31560	17532	55.6%	8072	304033	18880	512	1150	8	8256	69.6%	0.7%	0.6%	5.0%
sampling_34239_890_trimmed.fastq	31565	17538	55.6%	8131	302435	18890	511	1192	4	8237	69.6%	0.7%	0.6%	3.0%
sampling_34239_891_trimmed.fastq	31636	17651	55.8%	8093	305782	18926	476	1151	7	8826	68.2%	0.6%	0.6%	3.9%
sampling_34239_892_trimmed.fastq	31535	17660	56.0%	8187	301980	19172	561	1161	9	8328	69.7%	0.7%	0.6%	5.4%
sampling_34239_893_trimmed.fastq	31564	17626	55.8%	7976	302110	19197	487	1248	2	8435	69.5%	0.6%	0.6%	1.3%
sampling_34239_894_trimmed.fastq	31600	17554	55.6%	8148	301295	18701	482	1140	5	8516	68.7%	0.6%	0.6%	3.0%
sampling_34239_895_trimmed.fastq	31530	17619	55.9%	8065	305196	18921	499	1235	7	8624	68.7%	0.6%	0.6%	4.5%
sampling_34239_896_trimmed.fastq	31641	17596	55.6%	7985	303211	19090	490	1131	6	8624	68.9%	0.6%	0.6%	4.0%
sampling_34239_897_trimmed.fastq	31570	17563	55.6%	8021	301980	19361	562	1149	2	8248	70.1%	0.7%	0.6%	1.4%
sampling_34239_898_trimmed.fastq	31643	17626	55.7%	8107	304354	18842	490	1196	3	8439	69.1%	0.6%	0.6%	2.0%
sampling_34239_899_trimmed.fastq	31583	17514	55.5%	8114	302283	19132	494	1170	6	8479	69.3%	0.6%	0.6%	4.7%
sampling_34239_89_trimmed.fastq	31610	17694	56.0%	7941	303891	18828	490	1203	5	8399	69.2%	0.6%	0.6%	3.2%
sampling_34239_8_trimmed.fastq	31650	17703	55.9%	8048	304800	19088	522	1197	8	8269	69.8%	0.7%	0.6%	5.3%
sampling_34239_900_trimmed.fastq	31630	17538	55.4%	8164	302482	19143	504	1218	5	8249	69.9%	0.7%	0.6%	3.6%
sampling_34239_901_trimmed.fastq	31544	17581	55.7%	8021	302175	19247	498	1168	5	8300	69.9%	0.6%	0.6%	3.1%
sampling_34239_902_trimmed.fastq	31561	17567	55.7%	8070	302707	19184	520	1143	4	8402	69.5%	0.7%	0.6%	2.7%
sampling_34239_903_trimmed.fastq	31514	17608	55.9%	8161	302674	18778	533	1100	3	8611	68.6%	0.7%	0.6%	2.4%
sampling_34239_904_trimmed.fastq	31580	17619	55.8%	8169	303601	19433	518	1203	4	8335	70.0%	0.7%	0.6%	2.3%
sampling_34239_905_trimmed.fastq	31642	17803	56.3%	7979	307566	19095	528	1207	6	8372	69.5%	0.7%	0.6%	4.3%
sampling_34239_906_trimmed.fastq	31661	17505	55.3%	8076	300259	19151	503	1201	9	8129	70.2%	0.7%	0.6%	6.3%
sampling_34239_907_trimmed.fastq	31611	17715	56.0%	7947	305192	19153	476	1217	8	8522	69.2%	0.6%	0.6%	4.5%
sampling_34239_908_trimmed.fastq	31516	17557	55.7%	8111	301996	19016	430	1227	3	8609	68.8%	0.6%	0.6%	2.1%
sampling_34239_909_trimmed.fastq	31759	17739	55.9%	7996	305051	19020	534	1185	3	8579	68.9%	0.7%	0.6%	2.1%
sampling_34239_90_trimmed.fastq	31617	17864	56.5%	7921	307153	19177	508	1164	1	8761	68.6%	0.6%	0.6%	0.7%
sampling_34239_910_trimmed.fastq	31629	17631	55.7%	8015	301712	18616	522	1224	8	8429	68.8%	0.7%	0.6%	4.8%
sampling_34239_911_trimmed.fastq	31557	17736	56.2%	8014	306168	19037	507	1157	3	8551	69.0%	0.6%	0.6%	1.8%
sampling_34239_912_trimmed.fastq	31577	17685	56.0%	8067	304849	19321	497	1178	3	8282	70.0%	0.6%	0.6%	2.4%
sampling_34239_913_trimmed.fastq	31685	17804	56.2%	8030	305870	19376	500	1190	5	8390	69.8%	0.6%	0.6%	3.2%
sampling_34239_914_trimmed.fastq	31592	17651	55.9%	8004	302743	18774	493	1133	5	8530	68.8%	0.6%	0.6%	3.5%
sampling_34239_915_trimmed.fastq	31642	17628	55.7%	8164	303146	19275	483	1143	4	8612	69.1%	0.6%	0.6%	2.7%
sampling_34239_916_trimmed.fastq	31539	17673	56.0%	7950	305673	19399	553	1167	8	8568	69.4%	0.7%	0.6%	5.6%
sampling_34239_917_trimmed.fastq	31604	17642	55.8%	8093	302867	18829	490	1225	7	8236	69.6%	0.6%	0.6%	4.5%
sampling_34239_918_trimmed.fastq	31608	17579	55.6%	8274	301510	18797	508	1202	10	8520	68.8%	0.7%	0.6%	7.5%
sampling_34239_919_trimmed.fastq	31553	17744	56.2%	7950	305123	19136	502	1128	3	8402	69.5%	0.6%	0.6%	2.0%
sampling_34239_91_trimmed.fastq	31531	17641	55.9%	8014	303174	19397	494	1142	3	8691	69.1%	0.6%	0.6%	2.0%
sampling_34239_920_trimmed.fastq	31486	17623	56.0%	7961	303634	18742	477	1194	4	8236	69.5%	0.6%	0.6%	2.7%
sampling_34239_921_trimmed.fastq	31637	17772	56.2%	8077	304818	19013	478	1213	7	8380	69.4%	0.6%	0.6%	4.6%
sampling_34239_922_trimmed.fastq	31560	17621	55.8%	7937	302719	19023	489	1155	1	8506	69.1%	0.6%	0.6%	0.6%
sampling_34239_923_trimmed.fastq	31649	17737	56.0%	8138	305198	18926	491	1140	6	8551	68.9%	0.6%	0.6%	3.9%
sampling_34239_924_trimmed.fastq	31587	17557	55.6%	8185	302401	19252	513	1137	2	8387	69.7%	0.7%	0.6%	1.4%
sampling_34239_925_trimmed.fastq	31581	17549	55.6%	8204	301209	18826	490	1128	4	8452	69.0%	0.6%	0.6%	2.9%
sampling_34239_926_trimmed.fastq	31625	17651	55.8%	8098	302466	19268	498	1217	2	8166	70.2%	0.6%	0.6%	1.4%
sampling_34239_927_trimmed.fastq	31627	17681	55.9%	8093	304201	19323	490	1200	2	8399	69.7%	0.6%	0.6%	1.6%
sampling_34239_928_trimmed.fastq	31530	17736	56.3%	7942	305036	18635	498	1173	3	8585	68.5%	0.6%	0.6%	2.3%
sampling_34239_929_trimmed.fastq	31621	17646	55.8%	8163	304530	19426	484	1223	9	8333	70.0%	0.6%	0.6%	5.4%
sampling_34239_92_trimmed.fastq	31694	17525	55.3%	8264	301652	18959	507	1160	2	8367	69.4%	0.7%	0.6%	1.4%
sampling_34239_930_trimmed.fastq	31618	17618	55.7%	8091	303764	19339	529	1236	6	8087	70.5%	0.7%	0.6%	3.6%
sampling_34239_931_trimmed.fastq	31523	17664	56.0%	8061	305676	19185	463	1188	2	8330	69.7%	0.6%	0.6%	1.2%
sampling_34239_932_trimmed.fastq	31566	17715	56.1%	7864	303316	19166	521	1157	5	8251	69.9%	0.7%	0.6%	3.8%
sampling_34239_933_trimmed.fastq	31590	17672	55.9%	8033	303150	19209	479	1164	5	8457	69.4%	0.6%	0.6%	3.1%
sampling_34239_934_trimmed.fastq	31670	17714	55.9%	8046	306235	19480	499	1212	11	8370	69.9%	0.6%	0.6%	8.3%
sampling_34239_935_trimmed.fastq	31622	17732	56.1%	8106	305049	19046	514	1099	5	8271	69.7%	0.7%	0.5%	3.5%
sampling_34239_936_trimmed.fastq	31597	17621	55.8%	8062	302616	18982	491	1146	5	8640	68.7%	0.6%	0.6%	3.3%
sampling_34239_937_trimmed.fastq	31587	17696	56.0%	7974	304148	19071	487	1167	3	8638	68.8%	0.6%	0.6%	2.2%
sampling_34239_938_trimmed.fastq	31694	17713	55.9%	8089	302876	19292	514	1118	5	8468	69.5%	0.7%	0.6%	3.5%
sampling_34239_939_trimmed.fastq	31568	17560	55.6%	8024	301673	18930	534	1192	5	8626	68.7%	0.7%	0.6%	3.1%
sampling_34239_93_trimmed.fastq	31537	17555	55.7%	8058	302063	19068	524	1123	8	8018	70.4%	0.7%	0.6%	4.5%
sampling_34239_940_trimmed.fastq	31499	17533	55.7%	8148	301514	18946	494	1206	7	8273	69.6%	0.6%	0.6%	4.0%
sampling_34239_941_trimmed.fastq	31586	17668	55.9%	8084	303588	18907	532	1186	5	8487	69.0%	0.7%	0.6%	3.8%
sampling_34239_942_trimmed.fastq	31536	17674	56.0%	8117	302850	18801	514	1197	7	8480	68.9%	0.7%	0.6%	4.3%
sampling_34239_943_trimmed.fastq	31506	17558	55.7%	8058	301692	18928	540	1170	9	8208	69.8%	0.7%	0.6%	6.3%
sampling_34239_944_trimmed.fastq	31632	17759	56.1%	7978	306350	19336	510	1219	8	8370	69.8%	0.7%	0.6%	5.0%
sampling_34239_945_trimmed.fastq	31732	17628	55.6%	8219	304170	19289	517	1231	4	8312	69.9%	0.7%	0.6%	2.4%
sampling_34239_946_trimmed.fastq	31626	17732	56.1%	8061	304388	19155	540	1155	3	8450	69.4%	0.7%	0.6%	2.2%
sampling_34239_947_trimmed.fastq	31635	17606	55.7%	8153	302945	18917	495	1211	8	8356	69.4%	0.6%	0.6%	4.3%
sampling_34239_948_trimmed.fastq	31553	17538	55.6%	8107	301088	18948	485	1148	12	8271	69.6%	0.6%	0.6%	7.5%
sampling_34239_949_trimmed.fastq	31555	17516	55.5%	8055	301814	18999	461	1162	2	8312	69.6%	0.6%	0.6%	1.3%
sampling_34239_94_trimmed.fastq	31604	17601	55.7%	8050	302319	18761	508	1101	7	8612	68.5%	0.7%	0.6%	5.4%
sampling_34239_950_trimmed.fastq	31621	17571	55.6%	8172	301849	18994	548	1199	6	8237	69.8%	0.7%	0.6%	3.8%
sampling_34239_951_trimmed.fastq	31617	17489	55.3%	8246	301144	18755	465	1166	4	8710	68.3%	0.6%	0.6%	2.4%
sampling_34239_952_trimmed.fastq	31600	17547	55.5%	8176	300943	19137	505	1113	1	8303	69.7%	0.7%	0.6%	0.7%
sampling_34239_953_trimmed.fastq	31503	17557	55.7%	8152	301707	19149	532	1148	3	8084	70.3%	0.7%	0.6%	2.1%
sampling_34239_954_trimmed.fastq	31563	17619	55.8%	8146	302931	19017	519	1150	9	8212	69.8%	0.7%	0.6%	5.4%
sampling_34239_955_trimmed.fastq	31522	17561	55.7%	8083	303414	19065	499	1103	2	8230	69.8%	0.6%	0.6%	1.2%
sampling_34239_956_trimmed.fastq	31563	17726	56.2%	7921	305655	19125	566	1112	7	8725	68.7%	0.7%	0.6%	3.9%
sampling_34239_957_trimmed.fastq	31638	17715	56.0%	8011	304711	19232	517	1202	4	8158	70.2%	0.7%	0.6%	3.0%
sampling_34239_958_trimmed.fastq	31486	17600	55.9%	8012	303106	19074	476	1175	8	8490	69.2%	0.6%	0.6%	4.8%
sampling_34239_959_trimmed.fastq	31440	17505	55.7%	7993	301281	18984	459	1112	10	8326	69.5%	0.6%	0.6%	7.6%
sampling_34239_95_trimmed.fastq	31680	17706	55.9%	8074	305026	19176	498	1153	3	8551	69.2%	0.6%	0.6%	1.9%
sampling_34239_960_trimmed.fastq	31670	17698	55.9%	8081	306116	19236	495	1219	6	8638	69.0%	0.6%	0.6%	4.0%
sampling_34239_961_trimmed.fastq	31599	17716	56.1%	8022	305440	19108	526	1166	2	8564	69.1%	0.7%	0.6%	1.4%
sampling_34239_962_trimmed.fastq	31580	17491	55.4%	8095	300212	18628	464	1210	1	8462	68.8%	0.6%	0.6%	0.6%
sampling_34239_963_trimmed.fastq	31562	17785	56.3%	7964	305308	19419	496	1151	5	8298	70.1%	0.6%	0.6%	3.2%
sampling_34239_964_trimmed.fastq	31710	17605	55.5%	8150	301439	18834	526	1117	3	8396	69.2%	0.7%	0.6%	2.2%
sampling_34239_965_trimmed.fastq	31608	17666	55.9%	8076	303922	19017	507	1248	3	8215	69.8%	0.7%	0.6%	1.9%
sampling_34239_966_trimmed.fastq	31527	17594	55.8%	8009	302869	19108	499	1142	3	8342	69.6%	0.6%	0.6%	2.1%
sampling_34239_967_trimmed.fastq	31678	17857	56.4%	7982	307805	19368	541	1242	3	8643	69.1%	0.7%	0.6%	2.0%
sampling_34239_968_trimmed.fastq	31631	17689	55.9%	8124	303693	19121	481	1199	7	8309	69.7%	0.6%	0.6%	4.4%
sampling_34239_969_trimmed.fastq	31550	17669	56.0%	7985	303908	19184	503	1146	1	8328	69.7%	0.7%	0.6%	0.7%
sampling_34239_96_trimmed.fastq	31602	17486	55.3%	8141	299734	18984	482	1206	4	8367	69.4%	0.6%	0.6%	2.4%
sampling_34239_970_trimmed.fastq	31596	17692	56.0%	8085	303019	18705	498	1234	10	8167	69.6%	0.6%	0.6%	6.4%
sampling_34239_971_trimmed.fastq	31485	17493	55.6%	8113	300153	18815	454	1187	4	8564	68.7%	0.6%	0.6%	2.5%
sampling_34239_972_trimmed.fastq	31750	17792	56.0%	8040	305650	19130	495	1162	1	8473	69.3%	0.6%	0.6%	0.6%
sampling_34239_973_trimmed.fastq	31565	17505	55.5%	8202	301160	19325	497	1194	4	8344	69.8%	0.6%	0.6%	2.7%
sampling_34239_974_trimmed.fastq	31551	17602	55.8%	8053	301538	18906	528	1186	5	8348	69.4%	0.7%	0.6%	3.4%
sampling_34239_975_trimmed.fastq	31585	17515	55.5%	8114	301795	18917	501	1119	3	8353	69.4%	0.6%	0.6%	1.7%
sampling_34239_976_trimmed.fastq	31505	17717	56.2%	7962	305513	19016	491	1245	2	8727	68.5%	0.6%	0.6%	1.4%
sampling_34239_977_trimmed.fastq	31594	17682	56.0%	7963	303756	19121	494	1143	4	8521	69.2%	0.6%	0.6%	2.7%
sampling_34239_978_trimmed.fastq	31585	17518	55.5%	8136	300391	18941	518	1181	2	8302	69.5%	0.7%	0.6%	1.4%
sampling_34239_979_trimmed.fastq	31625	17709	56.0%	8108	305590	19360	497	1222	1	8436	69.7%	0.6%	0.6%	0.7%
sampling_34239_97_trimmed.fastq	31592	17780	56.3%	7983	306449	19181	515	1143	11	8683	68.8%	0.7%	0.6%	8.7%
sampling_34239_980_trimmed.fastq	31704	17702	55.8%	8101	305493	19580	484	1230	4	8344	70.1%	0.6%	0.6%	3.0%
sampling_34239_981_trimmed.fastq	31586	17601	55.7%	8136	303604	18965	472	1207	8	8430	69.2%	0.6%	0.6%	4.4%
sampling_34239_982_trimmed.fastq	31570	17657	55.9%	8024	304477	19391	481	1159	4	8744	68.9%	0.6%	0.6%	2.5%
sampling_34239_983_trimmed.fastq	31603	17464	55.3%	8176	300508	19238	511	1137	5	8431	69.5%	0.7%	0.6%	3.3%
sampling_34239_984_trimmed.fastq	31583	17648	55.9%	8030	303076	19099	493	1234	4	8515	69.2%	0.6%	0.6%	2.9%
sampling_34239_985_trimmed.fastq	31693	17630	55.6%	8109	303959	19475	514	1183	6	8514	69.6%	0.7%	0.6%	4.3%
sampling_34239_986_trimmed.fastq	31558	17597	55.8%	8025	303582	19005	507	1150	4	8505	69.1%	0.7%	0.6%	2.4%
sampling_34239_987_trimmed.fastq	31623	17548	55.5%	8140	303271	19191	541	1190	6	8413	69.5%	0.7%	0.6%	4.0%
