"","Sample","Length","CpG_met","CpG_unmet","Sum"
"11790","07_report/CpG_context_sampling_9960_790_trimmed_bismark_bt2.CpG",3499,2481,1018,3499
"11791","07_report/CpG_context_sampling_9960_791_trimmed_bismark_bt2.CpG",3403,2446,957,3403
"11792","07_report/CpG_context_sampling_9960_792_trimmed_bismark_bt2.CpG",3419,2434,985,3419
"11793","07_report/CpG_context_sampling_9960_793_trimmed_bismark_bt2.CpG",3542,2487,1055,3542
"11794","07_report/CpG_context_sampling_9960_794_trimmed_bismark_bt2.CpG",3460,2479,981,3460
"11795","07_report/CpG_context_sampling_9960_795_trimmed_bismark_bt2.CpG",3494,2460,1034,3494
"11796","07_report/CpG_context_sampling_9960_796_trimmed_bismark_bt2.CpG",3397,2461,936,3397
"11797","07_report/CpG_context_sampling_9960_797_trimmed_bismark_bt2.CpG",3407,2433,974,3407
"11798","07_report/CpG_context_sampling_9960_798_trimmed_bismark_bt2.CpG",3442,2505,937,3442
"11799","07_report/CpG_context_sampling_9960_799_trimmed_bismark_bt2.CpG",3446,2460,986,3446
"11800","07_report/CpG_context_sampling_9960_800_trimmed_bismark_bt2.CpG",3533,2510,1023,3533
"11801","07_report/CpG_context_sampling_9960_801_trimmed_bismark_bt2.CpG",3352,2432,920,3352
"11802","07_report/CpG_context_sampling_9960_802_trimmed_bismark_bt2.CpG",3484,2453,1031,3484
"11803","07_report/CpG_context_sampling_9960_803_trimmed_bismark_bt2.CpG",3469,2514,955,3469
"11804","07_report/CpG_context_sampling_9960_804_trimmed_bismark_bt2.CpG",3465,2457,1008,3465
"11805","07_report/CpG_context_sampling_9960_805_trimmed_bismark_bt2.CpG",3443,2476,967,3443
"11806","07_report/CpG_context_sampling_9960_806_trimmed_bismark_bt2.CpG",3377,2425,952,3377
"11807","07_report/CpG_context_sampling_9960_807_trimmed_bismark_bt2.CpG",3486,2495,991,3486
"11808","07_report/CpG_context_sampling_9960_808_trimmed_bismark_bt2.CpG",3403,2460,943,3403
"11809","07_report/CpG_context_sampling_9960_809_trimmed_bismark_bt2.CpG",3471,2502,969,3471
"11810","07_report/CpG_context_sampling_9960_810_trimmed_bismark_bt2.CpG",3414,2437,977,3414
"11811","07_report/CpG_context_sampling_9960_811_trimmed_bismark_bt2.CpG",3462,2462,1000,3462
"11812","07_report/CpG_context_sampling_9960_812_trimmed_bismark_bt2.CpG",3413,2408,1005,3413
"11813","07_report/CpG_context_sampling_9960_813_trimmed_bismark_bt2.CpG",3449,2440,1009,3449
"11814","07_report/CpG_context_sampling_9960_814_trimmed_bismark_bt2.CpG",3357,2389,968,3357
"11815","07_report/CpG_context_sampling_9960_815_trimmed_bismark_bt2.CpG",3452,2451,1001,3452
"11816","07_report/CpG_context_sampling_9960_816_trimmed_bismark_bt2.CpG",3437,2436,1001,3437
"11817","07_report/CpG_context_sampling_9960_817_trimmed_bismark_bt2.CpG",3516,2449,1067,3516
"11818","07_report/CpG_context_sampling_9960_818_trimmed_bismark_bt2.CpG",3488,2488,1000,3488
"11819","07_report/CpG_context_sampling_9960_819_trimmed_bismark_bt2.CpG",3463,2450,1013,3463
"11820","07_report/CpG_context_sampling_9960_820_trimmed_bismark_bt2.CpG",3486,2469,1017,3486
"11821","07_report/CpG_context_sampling_9960_821_trimmed_bismark_bt2.CpG",3388,2422,966,3388
"11822","07_report/CpG_context_sampling_9960_822_trimmed_bismark_bt2.CpG",3384,2420,964,3384
"11823","07_report/CpG_context_sampling_9960_823_trimmed_bismark_bt2.CpG",3468,2525,943,3468
"11824","07_report/CpG_context_sampling_9960_824_trimmed_bismark_bt2.CpG",3470,2446,1024,3470
"11825","07_report/CpG_context_sampling_9960_825_trimmed_bismark_bt2.CpG",3444,2515,929,3444
"11826","07_report/CpG_context_sampling_9960_826_trimmed_bismark_bt2.CpG",3500,2492,1008,3500
"11827","07_report/CpG_context_sampling_9960_827_trimmed_bismark_bt2.CpG",3487,2523,964,3487
"11828","07_report/CpG_context_sampling_9960_828_trimmed_bismark_bt2.CpG",3512,2511,1001,3512
"11829","07_report/CpG_context_sampling_9960_829_trimmed_bismark_bt2.CpG",3497,2517,980,3497
"11830","07_report/CpG_context_sampling_9960_830_trimmed_bismark_bt2.CpG",3476,2457,1019,3476
"11831","07_report/CpG_context_sampling_9960_831_trimmed_bismark_bt2.CpG",3452,2441,1011,3452
"11832","07_report/CpG_context_sampling_9960_832_trimmed_bismark_bt2.CpG",3404,2404,1000,3404
"11833","07_report/CpG_context_sampling_9960_833_trimmed_bismark_bt2.CpG",3516,2462,1054,3516
"11834","07_report/CpG_context_sampling_9960_834_trimmed_bismark_bt2.CpG",3454,2467,987,3454
"11835","07_report/CpG_context_sampling_9960_835_trimmed_bismark_bt2.CpG",3475,2502,973,3475
"11836","07_report/CpG_context_sampling_9960_836_trimmed_bismark_bt2.CpG",3464,2459,1005,3464
"11837","07_report/CpG_context_sampling_9960_837_trimmed_bismark_bt2.CpG",3443,2456,987,3443
"11838","07_report/CpG_context_sampling_9960_838_trimmed_bismark_bt2.CpG",3382,2412,970,3382
"11839","07_report/CpG_context_sampling_9960_839_trimmed_bismark_bt2.CpG",3520,2526,994,3520
"11840","07_report/CpG_context_sampling_9960_840_trimmed_bismark_bt2.CpG",3490,2521,969,3490
"11841","07_report/CpG_context_sampling_9960_841_trimmed_bismark_bt2.CpG",3466,2480,986,3466
"11842","07_report/CpG_context_sampling_9960_842_trimmed_bismark_bt2.CpG",3516,2466,1050,3516
"11843","07_report/CpG_context_sampling_9960_843_trimmed_bismark_bt2.CpG",3512,2540,972,3512
"11844","07_report/CpG_context_sampling_9960_844_trimmed_bismark_bt2.CpG",3452,2450,1002,3452
"11845","07_report/CpG_context_sampling_9960_845_trimmed_bismark_bt2.CpG",3419,2447,972,3419
"11846","07_report/CpG_context_sampling_9960_846_trimmed_bismark_bt2.CpG",3506,2498,1008,3506
"11847","07_report/CpG_context_sampling_9960_847_trimmed_bismark_bt2.CpG",3477,2491,986,3477
"11848","07_report/CpG_context_sampling_9960_848_trimmed_bismark_bt2.CpG",3484,2479,1005,3484
"11849","07_report/CpG_context_sampling_9960_849_trimmed_bismark_bt2.CpG",3380,2395,985,3380
"11850","07_report/CpG_context_sampling_9960_850_trimmed_bismark_bt2.CpG",3523,2495,1028,3523
"11851","07_report/CpG_context_sampling_9960_851_trimmed_bismark_bt2.CpG",3405,2476,929,3405
"11852","07_report/CpG_context_sampling_9960_852_trimmed_bismark_bt2.CpG",3469,2489,980,3469
"11853","07_report/CpG_context_sampling_9960_853_trimmed_bismark_bt2.CpG",3528,2528,1000,3528
"11854","07_report/CpG_context_sampling_9960_854_trimmed_bismark_bt2.CpG",3489,2440,1049,3489
"11855","07_report/CpG_context_sampling_9960_855_trimmed_bismark_bt2.CpG",3472,2539,933,3472
"11856","07_report/CpG_context_sampling_9960_856_trimmed_bismark_bt2.CpG",3525,2529,996,3525
"11857","07_report/CpG_context_sampling_9960_857_trimmed_bismark_bt2.CpG",3344,2392,952,3344
"11858","07_report/CpG_context_sampling_9960_858_trimmed_bismark_bt2.CpG",3434,2457,977,3434
"11859","07_report/CpG_context_sampling_9960_859_trimmed_bismark_bt2.CpG",3479,2474,1005,3479
"11860","07_report/CpG_context_sampling_9960_860_trimmed_bismark_bt2.CpG",3393,2460,933,3393
"11861","07_report/CpG_context_sampling_9960_861_trimmed_bismark_bt2.CpG",3437,2483,954,3437
"11862","07_report/CpG_context_sampling_9960_862_trimmed_bismark_bt2.CpG",3483,2473,1010,3483
"11863","07_report/CpG_context_sampling_9960_863_trimmed_bismark_bt2.CpG",3490,2449,1041,3490
"11864","07_report/CpG_context_sampling_9960_864_trimmed_bismark_bt2.CpG",3395,2370,1025,3395
"11865","07_report/CpG_context_sampling_9960_865_trimmed_bismark_bt2.CpG",3500,2538,962,3500
"11866","07_report/CpG_context_sampling_9960_866_trimmed_bismark_bt2.CpG",3462,2470,992,3462
"11867","07_report/CpG_context_sampling_9960_867_trimmed_bismark_bt2.CpG",3520,2522,998,3520
"11868","07_report/CpG_context_sampling_9960_868_trimmed_bismark_bt2.CpG",3412,2449,963,3412
"11869","07_report/CpG_context_sampling_9960_869_trimmed_bismark_bt2.CpG",3481,2545,936,3481
"11870","07_report/CpG_context_sampling_9960_870_trimmed_bismark_bt2.CpG",3423,2457,966,3423
"11871","07_report/CpG_context_sampling_9960_871_trimmed_bismark_bt2.CpG",3438,2380,1058,3438
"11872","07_report/CpG_context_sampling_9960_872_trimmed_bismark_bt2.CpG",3444,2440,1004,3444
"11873","07_report/CpG_context_sampling_9960_873_trimmed_bismark_bt2.CpG",3453,2509,944,3453
"11874","07_report/CpG_context_sampling_9960_874_trimmed_bismark_bt2.CpG",3425,2427,998,3425
"11875","07_report/CpG_context_sampling_9960_875_trimmed_bismark_bt2.CpG",3328,2404,924,3328
"11876","07_report/CpG_context_sampling_9960_876_trimmed_bismark_bt2.CpG",3489,2472,1017,3489
"11877","07_report/CpG_context_sampling_9960_877_trimmed_bismark_bt2.CpG",3448,2473,975,3448
"11878","07_report/CpG_context_sampling_9960_878_trimmed_bismark_bt2.CpG",3419,2434,985,3419
"11879","07_report/CpG_context_sampling_9960_879_trimmed_bismark_bt2.CpG",3424,2427,997,3424
"11880","07_report/CpG_context_sampling_9960_880_trimmed_bismark_bt2.CpG",3412,2436,976,3412
"11881","07_report/CpG_context_sampling_9960_881_trimmed_bismark_bt2.CpG",3477,2461,1016,3477
"11882","07_report/CpG_context_sampling_9960_882_trimmed_bismark_bt2.CpG",3382,2412,970,3382
"11883","07_report/CpG_context_sampling_9960_883_trimmed_bismark_bt2.CpG",3489,2527,962,3489
"11884","07_report/CpG_context_sampling_9960_884_trimmed_bismark_bt2.CpG",3495,2549,946,3495
"11885","07_report/CpG_context_sampling_9960_885_trimmed_bismark_bt2.CpG",3421,2460,961,3421
"11886","07_report/CpG_context_sampling_9960_886_trimmed_bismark_bt2.CpG",3486,2495,991,3486
"11887","07_report/CpG_context_sampling_9960_887_trimmed_bismark_bt2.CpG",3512,2479,1033,3512
"11888","07_report/CpG_context_sampling_9960_888_trimmed_bismark_bt2.CpG",3336,2420,916,3336
"11889","07_report/CpG_context_sampling_9960_889_trimmed_bismark_bt2.CpG",3502,2479,1023,3502
"11890","07_report/CpG_context_sampling_9960_890_trimmed_bismark_bt2.CpG",3509,2525,984,3509
"11891","07_report/CpG_context_sampling_9960_891_trimmed_bismark_bt2.CpG",3370,2402,968,3370
"11892","07_report/CpG_context_sampling_9960_892_trimmed_bismark_bt2.CpG",3427,2428,999,3427
"11893","07_report/CpG_context_sampling_9960_893_trimmed_bismark_bt2.CpG",3453,2450,1003,3453
"11894","07_report/CpG_context_sampling_9960_894_trimmed_bismark_bt2.CpG",3476,2496,980,3476
"11895","07_report/CpG_context_sampling_9960_895_trimmed_bismark_bt2.CpG",3418,2436,982,3418
"11896","07_report/CpG_context_sampling_9960_896_trimmed_bismark_bt2.CpG",3402,2452,950,3402
"11897","07_report/CpG_context_sampling_9960_897_trimmed_bismark_bt2.CpG",3398,2389,1009,3398
"11898","07_report/CpG_context_sampling_9960_898_trimmed_bismark_bt2.CpG",3549,2544,1005,3549
"11899","07_report/CpG_context_sampling_9960_899_trimmed_bismark_bt2.CpG",3434,2424,1010,3434
"11900","07_report/CpG_context_sampling_9960_900_trimmed_bismark_bt2.CpG",3424,2476,948,3424
"11901","07_report/CpG_context_sampling_9960_901_trimmed_bismark_bt2.CpG",3351,2370,981,3351
"11902","07_report/CpG_context_sampling_9960_902_trimmed_bismark_bt2.CpG",3422,2458,964,3422
"11903","07_report/CpG_context_sampling_9960_903_trimmed_bismark_bt2.CpG",3455,2450,1005,3455
"11904","07_report/CpG_context_sampling_9960_904_trimmed_bismark_bt2.CpG",3417,2414,1003,3417
"11905","07_report/CpG_context_sampling_9960_905_trimmed_bismark_bt2.CpG",3486,2525,961,3486
"11906","07_report/CpG_context_sampling_9960_906_trimmed_bismark_bt2.CpG",3499,2505,994,3499
"11907","07_report/CpG_context_sampling_9960_907_trimmed_bismark_bt2.CpG",3380,2457,923,3380
"11908","07_report/CpG_context_sampling_9960_908_trimmed_bismark_bt2.CpG",3441,2466,975,3441
"11909","07_report/CpG_context_sampling_9960_909_trimmed_bismark_bt2.CpG",3507,2567,940,3507
"11910","07_report/CpG_context_sampling_9960_910_trimmed_bismark_bt2.CpG",3464,2506,958,3464
"11911","07_report/CpG_context_sampling_9960_911_trimmed_bismark_bt2.CpG",3446,2504,942,3446
"11912","07_report/CpG_context_sampling_9960_912_trimmed_bismark_bt2.CpG",3462,2496,966,3462
"11913","07_report/CpG_context_sampling_9960_913_trimmed_bismark_bt2.CpG",3451,2503,948,3451
"11914","07_report/CpG_context_sampling_9960_914_trimmed_bismark_bt2.CpG",3510,2525,985,3510
"11915","07_report/CpG_context_sampling_9960_915_trimmed_bismark_bt2.CpG",3464,2539,925,3464
"11916","07_report/CpG_context_sampling_9960_916_trimmed_bismark_bt2.CpG",3437,2413,1024,3437
"11917","07_report/CpG_context_sampling_9960_917_trimmed_bismark_bt2.CpG",3436,2453,983,3436
"11918","07_report/CpG_context_sampling_9960_918_trimmed_bismark_bt2.CpG",3487,2467,1020,3487
"11919","07_report/CpG_context_sampling_9960_919_trimmed_bismark_bt2.CpG",3496,2525,971,3496
"11920","07_report/CpG_context_sampling_9960_920_trimmed_bismark_bt2.CpG",3405,2438,967,3405
"11921","07_report/CpG_context_sampling_9960_921_trimmed_bismark_bt2.CpG",3400,2431,969,3400
"11922","07_report/CpG_context_sampling_9960_922_trimmed_bismark_bt2.CpG",3433,2471,962,3433
"11923","07_report/CpG_context_sampling_9960_923_trimmed_bismark_bt2.CpG",3431,2481,950,3431
"11924","07_report/CpG_context_sampling_9960_924_trimmed_bismark_bt2.CpG",3472,2506,966,3472
"11925","07_report/CpG_context_sampling_9960_925_trimmed_bismark_bt2.CpG",3416,2431,985,3416
"11926","07_report/CpG_context_sampling_9960_926_trimmed_bismark_bt2.CpG",3415,2476,939,3415
"11927","07_report/CpG_context_sampling_9960_927_trimmed_bismark_bt2.CpG",3460,2472,988,3460
"11928","07_report/CpG_context_sampling_9960_928_trimmed_bismark_bt2.CpG",3525,2525,1000,3525
"11929","07_report/CpG_context_sampling_9960_929_trimmed_bismark_bt2.CpG",3424,2451,973,3424
"11930","07_report/CpG_context_sampling_9960_930_trimmed_bismark_bt2.CpG",3416,2412,1004,3416
"11931","07_report/CpG_context_sampling_9960_931_trimmed_bismark_bt2.CpG",3445,2416,1029,3445
"11932","07_report/CpG_context_sampling_9960_932_trimmed_bismark_bt2.CpG",3447,2428,1019,3447
"11933","07_report/CpG_context_sampling_9960_933_trimmed_bismark_bt2.CpG",3494,2475,1019,3494
"11934","07_report/CpG_context_sampling_9960_934_trimmed_bismark_bt2.CpG",3476,2455,1021,3476
"11935","07_report/CpG_context_sampling_9960_935_trimmed_bismark_bt2.CpG",3411,2451,960,3411
"11936","07_report/CpG_context_sampling_9960_936_trimmed_bismark_bt2.CpG",3456,2467,989,3456
"11937","07_report/CpG_context_sampling_9960_937_trimmed_bismark_bt2.CpG",3463,2496,967,3463
"11938","07_report/CpG_context_sampling_9960_938_trimmed_bismark_bt2.CpG",3463,2471,992,3463
"11939","07_report/CpG_context_sampling_9960_939_trimmed_bismark_bt2.CpG",3453,2465,988,3453
"11940","07_report/CpG_context_sampling_9960_940_trimmed_bismark_bt2.CpG",3418,2395,1023,3418
"11941","07_report/CpG_context_sampling_9960_941_trimmed_bismark_bt2.CpG",3427,2421,1006,3427
"11942","07_report/CpG_context_sampling_9960_942_trimmed_bismark_bt2.CpG",3355,2399,956,3355
"11943","07_report/CpG_context_sampling_9960_943_trimmed_bismark_bt2.CpG",3497,2487,1010,3497
"11944","07_report/CpG_context_sampling_9960_944_trimmed_bismark_bt2.CpG",3516,2529,987,3516
"11945","07_report/CpG_context_sampling_9960_945_trimmed_bismark_bt2.CpG",3493,2514,979,3493
"11946","07_report/CpG_context_sampling_9960_946_trimmed_bismark_bt2.CpG",3532,2494,1038,3532
"11947","07_report/CpG_context_sampling_9960_947_trimmed_bismark_bt2.CpG",3459,2438,1021,3459
"11948","07_report/CpG_context_sampling_9960_948_trimmed_bismark_bt2.CpG",3464,2478,986,3464
"11949","07_report/CpG_context_sampling_9960_949_trimmed_bismark_bt2.CpG",3521,2496,1025,3521
"11950","07_report/CpG_context_sampling_9960_950_trimmed_bismark_bt2.CpG",3431,2448,983,3431
"11951","07_report/CpG_context_sampling_9960_951_trimmed_bismark_bt2.CpG",3408,2454,954,3408
"11952","07_report/CpG_context_sampling_9960_952_trimmed_bismark_bt2.CpG",3358,2458,900,3358
"11953","07_report/CpG_context_sampling_9960_953_trimmed_bismark_bt2.CpG",3452,2415,1037,3452
"11954","07_report/CpG_context_sampling_9960_954_trimmed_bismark_bt2.CpG",3464,2529,935,3464
"11955","07_report/CpG_context_sampling_9960_955_trimmed_bismark_bt2.CpG",3468,2460,1008,3468
"11956","07_report/CpG_context_sampling_9960_956_trimmed_bismark_bt2.CpG",3505,2501,1004,3505
"11957","07_report/CpG_context_sampling_9960_957_trimmed_bismark_bt2.CpG",3548,2561,987,3548
"11958","07_report/CpG_context_sampling_9960_958_trimmed_bismark_bt2.CpG",3474,2438,1036,3474
"11959","07_report/CpG_context_sampling_9960_959_trimmed_bismark_bt2.CpG",3472,2476,996,3472
"11960","07_report/CpG_context_sampling_9960_960_trimmed_bismark_bt2.CpG",3532,2510,1022,3532
"11961","07_report/CpG_context_sampling_9960_961_trimmed_bismark_bt2.CpG",3494,2481,1013,3494
"11962","07_report/CpG_context_sampling_9960_962_trimmed_bismark_bt2.CpG",3434,2478,956,3434
"11963","07_report/CpG_context_sampling_9960_963_trimmed_bismark_bt2.CpG",3482,2519,963,3482
"11964","07_report/CpG_context_sampling_9960_964_trimmed_bismark_bt2.CpG",3414,2423,991,3414
"11965","07_report/CpG_context_sampling_9960_965_trimmed_bismark_bt2.CpG",3462,2494,968,3462
"11966","07_report/CpG_context_sampling_9960_966_trimmed_bismark_bt2.CpG",3521,2542,979,3521
"11967","07_report/CpG_context_sampling_9960_967_trimmed_bismark_bt2.CpG",3482,2492,990,3482
"11968","07_report/CpG_context_sampling_9960_968_trimmed_bismark_bt2.CpG",3424,2429,995,3424
"11969","07_report/CpG_context_sampling_9960_969_trimmed_bismark_bt2.CpG",3394,2375,1019,3394
"11970","07_report/CpG_context_sampling_9960_970_trimmed_bismark_bt2.CpG",3458,2442,1016,3458
"11971","07_report/CpG_context_sampling_9960_971_trimmed_bismark_bt2.CpG",3375,2386,989,3375
"11972","07_report/CpG_context_sampling_9960_972_trimmed_bismark_bt2.CpG",3487,2442,1045,3487
"11973","07_report/CpG_context_sampling_9960_973_trimmed_bismark_bt2.CpG",3443,2442,1001,3443
"11974","07_report/CpG_context_sampling_9960_974_trimmed_bismark_bt2.CpG",3472,2471,1001,3472
"11975","07_report/CpG_context_sampling_9960_975_trimmed_bismark_bt2.CpG",3522,2526,996,3522
"11976","07_report/CpG_context_sampling_9960_976_trimmed_bismark_bt2.CpG",3401,2461,940,3401
"11977","07_report/CpG_context_sampling_9960_977_trimmed_bismark_bt2.CpG",3490,2490,1000,3490
"11978","07_report/CpG_context_sampling_9960_978_trimmed_bismark_bt2.CpG",3464,2491,973,3464
"11979","07_report/CpG_context_sampling_9960_979_trimmed_bismark_bt2.CpG",3475,2464,1011,3475
"11980","07_report/CpG_context_sampling_9960_980_trimmed_bismark_bt2.CpG",3532,2518,1014,3532
"11981","07_report/CpG_context_sampling_9960_981_trimmed_bismark_bt2.CpG",3462,2454,1008,3462
"11982","07_report/CpG_context_sampling_9960_982_trimmed_bismark_bt2.CpG",3428,2473,955,3428
"11983","07_report/CpG_context_sampling_9960_983_trimmed_bismark_bt2.CpG",3447,2488,959,3447
"11984","07_report/CpG_context_sampling_9960_984_trimmed_bismark_bt2.CpG",3429,2448,981,3429
"11985","07_report/CpG_context_sampling_9960_985_trimmed_bismark_bt2.CpG",3470,2519,951,3470
"11986","07_report/CpG_context_sampling_9960_986_trimmed_bismark_bt2.CpG",3541,2558,983,3541
"11987","07_report/CpG_context_sampling_9960_987_trimmed_bismark_bt2.CpG",3368,2375,993,3368
"11988","07_report/CpG_context_sampling_9960_988_trimmed_bismark_bt2.CpG",3446,2485,961,3446
"11989","07_report/CpG_context_sampling_9960_989_trimmed_bismark_bt2.CpG",3464,2491,973,3464
"11990","07_report/CpG_context_sampling_9960_990_trimmed_bismark_bt2.CpG",3432,2446,986,3432
"11991","07_report/CpG_context_sampling_9960_991_trimmed_bismark_bt2.CpG",3478,2458,1020,3478
"11992","07_report/CpG_context_sampling_9960_992_trimmed_bismark_bt2.CpG",3460,2462,998,3460
"11993","07_report/CpG_context_sampling_9960_993_trimmed_bismark_bt2.CpG",3418,2399,1019,3418
"11994","07_report/CpG_context_sampling_9960_994_trimmed_bismark_bt2.CpG",3517,2529,988,3517
"11995","07_report/CpG_context_sampling_9960_995_trimmed_bismark_bt2.CpG",3480,2487,993,3480
"11996","07_report/CpG_context_sampling_9960_996_trimmed_bismark_bt2.CpG",3472,2453,1019,3472
"11997","07_report/CpG_context_sampling_9960_997_trimmed_bismark_bt2.CpG",3442,2436,1006,3442
"11998","07_report/CpG_context_sampling_9960_998_trimmed_bismark_bt2.CpG",3530,2526,1004,3530
"11999","07_report/CpG_context_sampling_9960_999_trimmed_bismark_bt2.CpG",3427,2458,969,3427
"12000","07_report/CpG_context_sampling_9960_1000_trimmed_bismark_bt2.CpG",3458,2456,1002,3458
"12001","07_report/CpG_context_sampling_12451_1_trimmed_bismark_bt2.CpG",4303,3094,1209,4303
"12002","07_report/CpG_context_sampling_12451_2_trimmed_bismark_bt2.CpG",4388,3142,1246,4388
"12003","07_report/CpG_context_sampling_12451_3_trimmed_bismark_bt2.CpG",4379,3138,1241,4379
"12004","07_report/CpG_context_sampling_12451_4_trimmed_bismark_bt2.CpG",4358,3081,1277,4358
"12005","07_report/CpG_context_sampling_12451_5_trimmed_bismark_bt2.CpG",4301,3048,1253,4301
"12006","07_report/CpG_context_sampling_12451_6_trimmed_bismark_bt2.CpG",4333,3059,1274,4333
"12007","07_report/CpG_context_sampling_12451_7_trimmed_bismark_bt2.CpG",4271,3029,1242,4271
"12008","07_report/CpG_context_sampling_12451_8_trimmed_bismark_bt2.CpG",4393,3145,1248,4393
"12009","07_report/CpG_context_sampling_12451_9_trimmed_bismark_bt2.CpG",4367,3134,1233,4367
"12010","07_report/CpG_context_sampling_12451_10_trimmed_bismark_bt2.CpG",4338,3116,1222,4338
"12011","07_report/CpG_context_sampling_12451_11_trimmed_bismark_bt2.CpG",4328,3103,1225,4328
"12012","07_report/CpG_context_sampling_12451_12_trimmed_bismark_bt2.CpG",4288,3072,1216,4288
"12013","07_report/CpG_context_sampling_12451_13_trimmed_bismark_bt2.CpG",4309,3097,1212,4309
"12014","07_report/CpG_context_sampling_12451_14_trimmed_bismark_bt2.CpG",4285,3096,1189,4285
"12015","07_report/CpG_context_sampling_12451_15_trimmed_bismark_bt2.CpG",4423,3146,1277,4423
"12016","07_report/CpG_context_sampling_12451_16_trimmed_bismark_bt2.CpG",4251,2994,1257,4251
"12017","07_report/CpG_context_sampling_12451_17_trimmed_bismark_bt2.CpG",4296,3062,1234,4296
"12018","07_report/CpG_context_sampling_12451_18_trimmed_bismark_bt2.CpG",4251,3059,1192,4251
"12019","07_report/CpG_context_sampling_12451_19_trimmed_bismark_bt2.CpG",4277,3040,1237,4277
"12020","07_report/CpG_context_sampling_12451_20_trimmed_bismark_bt2.CpG",4364,3152,1212,4364
"12021","07_report/CpG_context_sampling_12451_21_trimmed_bismark_bt2.CpG",4342,3151,1191,4342
"12022","07_report/CpG_context_sampling_12451_22_trimmed_bismark_bt2.CpG",4394,3125,1269,4394
"12023","07_report/CpG_context_sampling_12451_23_trimmed_bismark_bt2.CpG",4378,3099,1279,4378
"12024","07_report/CpG_context_sampling_12451_24_trimmed_bismark_bt2.CpG",4260,2981,1279,4260
"12025","07_report/CpG_context_sampling_12451_25_trimmed_bismark_bt2.CpG",4395,3139,1256,4395
"12026","07_report/CpG_context_sampling_12451_26_trimmed_bismark_bt2.CpG",4362,3116,1246,4362
"12027","07_report/CpG_context_sampling_12451_27_trimmed_bismark_bt2.CpG",4329,3111,1218,4329
"12028","07_report/CpG_context_sampling_12451_28_trimmed_bismark_bt2.CpG",4307,3040,1267,4307
"12029","07_report/CpG_context_sampling_12451_29_trimmed_bismark_bt2.CpG",4258,3056,1202,4258
"12030","07_report/CpG_context_sampling_12451_30_trimmed_bismark_bt2.CpG",4353,3076,1277,4353
"12031","07_report/CpG_context_sampling_12451_31_trimmed_bismark_bt2.CpG",4288,3111,1177,4288
"12032","07_report/CpG_context_sampling_12451_32_trimmed_bismark_bt2.CpG",4413,3209,1204,4413
"12033","07_report/CpG_context_sampling_12451_33_trimmed_bismark_bt2.CpG",4340,3101,1239,4340
"12034","07_report/CpG_context_sampling_12451_34_trimmed_bismark_bt2.CpG",4328,3063,1265,4328
"12035","07_report/CpG_context_sampling_12451_35_trimmed_bismark_bt2.CpG",4240,3035,1205,4240
"12036","07_report/CpG_context_sampling_12451_36_trimmed_bismark_bt2.CpG",4441,3129,1312,4441
"12037","07_report/CpG_context_sampling_12451_37_trimmed_bismark_bt2.CpG",4285,3000,1285,4285
"12038","07_report/CpG_context_sampling_12451_38_trimmed_bismark_bt2.CpG",4282,3074,1208,4282
"12039","07_report/CpG_context_sampling_12451_39_trimmed_bismark_bt2.CpG",4317,3119,1198,4317
"12040","07_report/CpG_context_sampling_12451_40_trimmed_bismark_bt2.CpG",4298,3037,1261,4298
"12041","07_report/CpG_context_sampling_12451_41_trimmed_bismark_bt2.CpG",4333,3097,1236,4333
"12042","07_report/CpG_context_sampling_12451_42_trimmed_bismark_bt2.CpG",4362,3068,1294,4362
"12043","07_report/CpG_context_sampling_12451_43_trimmed_bismark_bt2.CpG",4349,3104,1245,4349
"12044","07_report/CpG_context_sampling_12451_44_trimmed_bismark_bt2.CpG",4276,3022,1254,4276
"12045","07_report/CpG_context_sampling_12451_45_trimmed_bismark_bt2.CpG",4362,3067,1295,4362
"12046","07_report/CpG_context_sampling_12451_46_trimmed_bismark_bt2.CpG",4346,3086,1260,4346
"12047","07_report/CpG_context_sampling_12451_47_trimmed_bismark_bt2.CpG",4263,3038,1225,4263
"12048","07_report/CpG_context_sampling_12451_48_trimmed_bismark_bt2.CpG",4297,3120,1177,4297
"12049","07_report/CpG_context_sampling_12451_49_trimmed_bismark_bt2.CpG",4301,3084,1217,4301
"12050","07_report/CpG_context_sampling_12451_50_trimmed_bismark_bt2.CpG",4320,3039,1281,4320
"12051","07_report/CpG_context_sampling_12451_51_trimmed_bismark_bt2.CpG",4290,3122,1168,4290
"12052","07_report/CpG_context_sampling_12451_52_trimmed_bismark_bt2.CpG",4308,3115,1193,4308
"12053","07_report/CpG_context_sampling_12451_53_trimmed_bismark_bt2.CpG",4358,3110,1248,4358
"12054","07_report/CpG_context_sampling_12451_54_trimmed_bismark_bt2.CpG",4306,3102,1204,4306
"12055","07_report/CpG_context_sampling_12451_55_trimmed_bismark_bt2.CpG",4307,3073,1234,4307
"12056","07_report/CpG_context_sampling_12451_56_trimmed_bismark_bt2.CpG",4382,3149,1233,4382
"12057","07_report/CpG_context_sampling_12451_57_trimmed_bismark_bt2.CpG",4263,3049,1214,4263
"12058","07_report/CpG_context_sampling_12451_58_trimmed_bismark_bt2.CpG",4293,3055,1238,4293
"12059","07_report/CpG_context_sampling_12451_59_trimmed_bismark_bt2.CpG",4354,3093,1261,4354
"12060","07_report/CpG_context_sampling_12451_60_trimmed_bismark_bt2.CpG",4303,3124,1179,4303
